,ID,Tweet,Affect Dimension,Intensity Class,tweet_desc
727,2017-En-30735,Does anyone remember a movie that is animated in the late 70's called Shame of the Jungle John Bulushi was in it wild if that's your taste,valence,0: neutral or mixed emotional state can be inferred,anyone remember movie animate late call shame jungle john bulushi wild taste
728,2017-En-10308,@everycolorbot more like every color looks the same #triggered #colorblind #offended,valence,-1: slightly negative emotional state can be inferred,like every color look
729,2017-En-30786,Life izn't about pleasing each others...😕\n\n#hell #with #pleasing,valence,-2: moderately negative emotional state can be inferred,life iznot please others n n
730,2017-En-30303,Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. #rejoicing,valence,2: moderately positive emotional state can be inferred,recwould call day haitian church start florida yr ago prepare acquire bldg want know
731,2017-En-30271,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,valence,2: moderately positive emotional state can be inferred,not untill today anyone ever say remember year ago meet n like since
732,2017-En-31002,imagine if teppu got animated by madhouse tho &gt;_&lt;,valence,0: neutral or mixed emotional state can be inferred,imagine teppu get animate madhouse tho gt lt
733,2017-En-31240,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,valence,2: moderately positive emotional state can be inferred,thank look forward tweet look entertain
734,2017-En-30488,A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 #optimism,valence,0: neutral or mixed emotional state can be inferred,good thing sick cough like ab workout maybe ab define time iam better
735,2017-En-11542,I'm not use to getting up early asf this shit goin irritate me.,valence,-3: very negative emotional state can be inferred,iam not use get early asf shit goin irritate
736,2017-En-31515,Her charm is liveliness but this is also her weakness.,valence,0: neutral or mixed emotional state can be inferred,charm liveliness also weakness
737,2017-En-30745,Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary,valence,0: neutral or mixed emotional state can be inferred,early morning cheerfulness extremely obnoxious
738,2017-En-10498,Skipping meals is the national way of showing #disappointment and #anger. #wiz,valence,-3: very negative emotional state can be inferred,skip meal national way showing
739,2017-En-11699,Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,valence,0: neutral or mixed emotional state can be inferred,forgive mean operate god spirit amp god isnot unforgiving amp doesnot hold grudge exactly
740,2017-En-20264,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .',valence,-1: slightly negative emotional state can be inferred,set n alarm wanna nap iam scar iwill wake tomorrow
741,2017-En-41184,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout,valence,0: neutral or mixed emotional state can be inferred,dentist say iam go numb front lip itwill feel youhave get lip like pete burn right
742,2017-En-30456,"“When we give cheerfully and accept gratefully, everyone is blessed.”―Maya Angelou",valence,1: slightly positive emotional state can be inferred,give cheerfully accept gratefully everyone bless maya angelou
743,2017-En-40561,@TimewarpArcade @tenpencearcade Do you really have to pedal like a nutter to get anywhere? I remember it being more sedate.,valence,-2: moderately negative emotional state can be inferred,really pedal like nutter get anywhere remember sedate
744,2017-En-11392,@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage,valence,-3: very negative emotional state can be inferred,website make feel violent rage upgrade option arenot help either
745,2017-En-30820,hate overthinking e v e r y t h i n g like i jus' wanna be happy pls,valence,-1: slightly negative emotional state can be inferred,hate overthinking e v e r h n g like jus wanna happy pls
746,2017-En-21670,Projection is perception. See it in someone else? You also at some level have that within you. #anger ,valence,-2: moderately negative emotional state can be inferred,projection perception see someone else also level within
747,2017-En-30527,Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,valence,0: neutral or mixed emotional state can be inferred,intermit animate ncaa pittsburgh v mississippi sprightly shiny bbva level peg varsity football telly scra
748,2017-En-30190,"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.",valence,3: very positive emotional state can be inferred,rid night get one exhilarating refreshing thing ever
749,2017-En-21647,quentin i sait aps dire eastpak i dit aspak msk,valence,0: neutral or mixed emotional state can be inferred,quentin sait aps dire eastpak dit aspak msk
750,2017-En-31031,@MarkDice Agreed.So tired of this nonsense . Soros must be elated.,valence,-2: moderately negative emotional state can be inferred,agree tired nonsense soros must elate
751,2017-En-30507,@tunaeP_ cheer up☺️,valence,0: neutral or mixed emotional state can be inferred,cheer
752,2017-En-31099,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato,valence,2: moderately positive emotional state can be inferred,thenicebot wsjnordics make world joyful place
753,2017-En-21704,@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :),valence,3: very positive emotional state can be inferred,h sure lol nhappy decision happy
754,2017-En-21471,"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",valence,0: neutral or mixed emotional state can be inferred,amaze something get stick head cannot shake memory sometimes miss people lot wish know
755,2017-En-40518,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",valence,-2: moderately negative emotional state can be inferred,pretentious dick night gallery fuck use towel dry sink
756,2017-En-41440,nooooo. Poor Blue Bell! not again. ,valence,-3: very negative emotional state can be inferred,nooooo poor blue bell not
757,2017-En-20309,Girls with hairy arms scare me,valence,-2: moderately negative emotional state can be inferred,girl hairy arm scare
758,2017-En-22151,hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her,valence,0: neutral or mixed emotional state can be inferred,hi berniebrocialists gender live swingish state would w hesitation vote clinton amp would w upporting
759,2017-En-40621,Jay Z and Brad Pitt cheated ..Bey stayed Angie left #cheaters #love #lust #sex #couples #relationships #date #marriage #divorce,valence,0: neutral or mixed emotional state can be inferred,jay z brad pitt cheat bey stayed angie leave
760,2017-En-30046,I love how cheery and adoring @JackHoward gets every time he produces new content.,valence,3: very positive emotional state can be inferred,love cheery adore get every time produce new content
761,2017-En-31536,Whatever you decide to do make sure it makes you .,valence,0: neutral or mixed emotional state can be inferred,whatever decide make sure make
762,2017-En-30775,I need a bit of #GBBO to cheer me up after a terrible day!,valence,-2: moderately negative emotional state can be inferred,need bit cheer terrible day
763,2017-En-30031,@ADenkyirah Happy birthday! Hope you have a wonderful day filled with lots of joy and laughter &lt;3 (despite tumblr being a jerk- once again),valence,3: very positive emotional state can be inferred,happy birthday hope wonderful day fill lot joy laughter lt despite tumblr jerk
